sentence,label,length,word_list
bravo zaza en7bkkk,1,3,"['bravo', 'zaza', 'en7bkkk']"
allah yonser el9odes,1,3,"['allah', 'yonser', 'el9odes']"
hhhhhh ya3taha 3asba lifri9i,0,4,"['hhhhhh', 'ya3taha', '3asba', 'lifri9i']"
9oulich ali 7alil video sex hhhhhhh,0,6,"['9oulich', 'ali', '7alil', 'video', 'sex', 'hhhhhhh']"
bonne continuation syrine,1,3,"['bonne', 'continuation', 'syrine']"
betawfi9 si slim wenchallah dima 9odem,1,6,"['betawfi9', 'si', 'slim', 'wenchallah', 'dima', '9odem']"
fakhar ykasser ba3dhou,0,3,"['fakhar', 'ykasser', 'ba3dhou']"
bravo haw erasmi hedha eshih bien dit ya m3alem,1,9,"['bravo', 'haw', 'erasmi', 'hedha', 'eshih', 'bien', 'dit', 'ya', 'm3alem']"
tahiya men alger bonne courage,1,5,"['tahiya', 'men', 'alger', 'bonne', 'courage']"
la hawla wa la kouata illa billah,0,7,"['la', 'hawla', 'wa', 'la', 'kouata', 'illa', 'billah']"
bonne nuit et merci si slim cafricain fi inik,1,9,"['bonne', 'nuit', 'et', 'merci', 'si', 'slim', 'cafricain', 'fi', 'inik']"
tafi mayatrouch fina manach ibahil na3rfou ilbahi wa ilkayib,1,9,"['tafi', 'mayatrouch', 'fina', 'manach', 'ibahil', 'na3rfou', 'ilbahi', 'wa', 'ilkayib']"
lé yé asma,0,3,"['lé', 'yé', 'asma']"
tahya li slim 3lakol mayf3aloho min ajlina 3ach ifriki,1,9,"['tahya', 'li', 'slim', '3lakol', 'mayf3aloho', 'min', 'ajlina', '3ach', 'ifriki']"
nchallah ya rabbi,1,3,"['nchallah', 'ya', 'rabbi']"
m3alem ya ghali,1,3,"['m3alem', 'ya', 'ghali']"
chayakh 7ala mouch aadia,1,4,"['chayakh', '7ala', 'mouch', 'aadia']"
mabrouk 3lik wlayd,1,3,"['mabrouk', '3lik', 'wlayd']"
ena birjouliya y3jbouni wn7eb nitfarj fehom,1,6,"['ena', 'birjouliya', 'y3jbouni', 'wn7eb', 'nitfarj', 'fehom']"
malade maskina tunis,0,3,"['malade', 'maskina', 'tunis']"
meskina tounes hh,0,3,"['meskina', 'tounes', 'hh']"
massa7 ro9e3tek,0,2,"['massa7', 'ro9e3tek']"
enta a7la ya slouma,1,4,"['enta', 'a7la', 'ya', 'slouma']"
mfamech tebib y3adi 3lahe,0,4,"['mfamech', 'tebib', 'y3adi', '3lahe']"
nchallah li kalou s7i7,1,4,"['nchallah', 'li', 'kalou', 's7i7']"
enchallah metkounech el enti5abet hia elhadef,1,6,"['enchallah', 'metkounech', 'el', 'enti5abet', 'hia', 'elhadef']"
errajil lyehterim nefsou meyejrich 3la erzek ashabha ghayba mais,0,9,"['errajil', 'lyehterim', 'nefsou', 'meyejrich', '3la', 'erzek', 'ashabha', 'ghayba', 'mais']"
pnl tunisienne,1,2,"['pnl', 'tunisienne']"
aa sameh ou5yti raw almosalsel oufa,1,6,"['aa', 'sameh', 'ou5yti', 'raw', 'almosalsel', 'oufa']"
n7ibouk ya m3allem,1,3,"['n7ibouk', 'ya', 'm3allem']"
votez slim ma3ach békri raw,1,5,"['votez', 'slim', 'ma3ach', 'békri', 'raw']"
maryem dabegh heya l mosfara hhhhh baaase,0,7,"['maryem', 'dabegh', 'heya', 'l', 'mosfara', 'hhhhh', 'baaase']"
flous lehram ma ysadkouch menha,0,5,"['flous', 'lehram', 'ma', 'ysadkouch', 'menha']"
hahahahahahahahaha bravo,1,2,"['hahahahahahahahaha', 'bravo']"
nchallah labes w rabi yechefih,1,5,"['nchallah', 'labes', 'w', 'rabi', 'yechefih']"
inchallah kol chey bil barka,1,5,"['inchallah', 'kol', 'chey', 'bil', 'barka']"
tharbet missouqel so karim is right,1,6,"['tharbet', 'missouqel', 'so', 'karim', 'is', 'right']"
netsawer ewatik 5atrek bidha bn chance,1,6,"['netsawer', 'ewatik', '5atrek', 'bidha', 'bn', 'chance']"
l ambiance f rio top,1,5,"['l', 'ambiance', 'f', 'rio', 'top']"
lweeh jerba car taleeb contre l etoile ye kabboul,0,9,"['lweeh', 'jerba', 'car', 'taleeb', 'contre', 'l', 'etoile', 'ye', 'kabboul']"
bigaj y a kaleb y a sal7ouf,0,7,"['bigaj', 'y', 'a', 'kaleb', 'y', 'a', 'sal7ouf']"
enti s7i7 fi klamek wenchalla twali mon president,1,8,"['enti', 's7i7', 'fi', 'klamek', 'wenchalla', 'twali', 'mon', 'president']"
hhhhhhhhhh mabldouu ekaa ryaahii hhh,0,5,"['hhhhhhhhhh', 'mabldouu', 'ekaa', 'ryaahii', 'hhh']"
rabi m3ak ya moncef wnchalla kol 3am wnti bkhir,1,9,"['rabi', 'm3ak', 'ya', 'moncef', 'wnchalla', 'kol', '3am', 'wnti', 'bkhir']"
hhhhhh lemfach5ine ynekou fi m5a5hom hhhhhhhhh,0,6,"['hhhhhh', 'lemfach5ine', 'ynekou', 'fi', 'm5a5hom', 'hhhhhhhhh']"
el bidoun lem3abi 3omrou maytabteb d tartour faregh,0,8,"['el', 'bidoun', 'lem3abi', '3omrou', 'maytabteb', 'd', 'tartour', 'faregh']"
lwataniya lyoum be like,1,4,"['lwataniya', 'lyoum', 'be', 'like']"
cpr wiiiiiiiiiii,1,2,"['cpr', 'wiiiiiiiiiii']"
chkoun jy mn ras 2020,1,5,"['chkoun', 'jy', 'mn', 'ras', '2020']"
chnia 7keyat enramo ya si slim,1,6,"['chnia', '7keyat', 'enramo', 'ya', 'si', 'slim']"
mabrouk ya cha3b 8alya el3a9ba lboutoula,1,6,"['mabrouk', 'ya', 'cha3b', '8alya', 'el3a9ba', 'lboutoula']"
kol 3am winti b 1920 5ir,1,6,"['kol', '3am', 'winti', 'b', '1920', '5ir']"
bravo si slim ena ael man yenta5bek,1,7,"['bravo', 'si', 'slim', 'ena', 'ael', 'man', 'yenta5bek']"
si slim ahna el kol maak,1,6,"['si', 'slim', 'ahna', 'el', 'kol', 'maak']"
seif ben jemia tgoul hazouha sayé,0,6,"['seif', 'ben', 'jemia', 'tgoul', 'hazouha', 'sayé']"
bravo courage,1,2,"['bravo', 'courage']"
elmarzou9i 3arefha bech tekel b3adha hhhh,0,6,"['elmarzou9i', '3arefha', 'bech', 'tekel', 'b3adha', 'hhhh']"
rabi i3 aechhemlek ya slim,1,5,"['rabi', 'i3', 'aechhemlek', 'ya', 'slim']"
taw wala emba3,1,3,"['taw', 'wala', 'emba3']"
chab3ouu sa9laaa yastahel,0,3,"['chab3ouu', 'sa9laaa', 'yastahel']"
aichek touns ya slim,1,4,"['aichek', 'touns', 'ya', 'slim']"
ti rakom tahkiw aal match,1,5,"['ti', 'rakom', 'tahkiw', 'aal', 'match']"
allah 3ala club afrikain dima f 3alali,1,7,"['allah', '3ala', 'club', 'afrikain', 'dima', 'f', '3alali']"
bedeyet elbath etajribi ca tv,1,5,"['bedeyet', 'elbath', 'etajribi', 'ca', 'tv']"
chkun badel parameter loled,1,4,"['chkun', 'badel', 'parameter', 'loled']"
azbi azbi ach mazel eja nikna 5iiiir,0,7,"['azbi', 'azbi', 'ach', 'mazel', 'eja', 'nikna', '5iiiir']"
mbrook rabi yhfdholk,1,3,"['mbrook', 'rabi', 'yhfdholk']"
3malet film porno w akaahw,0,5,"['3malet', 'film', 'porno', 'w', 'akaahw']"
allah yarhamou inna lillahi wa inna ilayhi rajioun,1,8,"['allah', 'yarhamou', 'inna', 'lillahi', 'wa', 'inna', 'ilayhi', 'rajioun']"
hahah berasmi taswira tfater hia,0,5,"['hahah', 'berasmi', 'taswira', 'tfater', 'hia']"
lotf yy rabbi rabbi ychfih,1,5,"['lotf', 'yy', 'rabbi', 'rabbi', 'ychfih']"
chakara allohou sayakoum we elf chokr,1,6,"['chakara', 'allohou', 'sayakoum', 'we', 'elf', 'chokr']"
ben ali,1,2,"['ben', 'ali']"
allah lyar7meha w na3meha,1,4,"['allah', 'lyar7meha', 'w', 'na3meha']"
sba7 elfol,1,2,"['sba7', 'elfol']"
rabi yhmikom,1,2,"['rabi', 'yhmikom']"
leffri9i dawla lifri9i 3a9lia okk,1,5,"['leffri9i', 'dawla', 'lifri9i', '3a9lia', 'okk']"
walh fdha7hooooooooom hhhhh bab bab,1,5,"['walh', 'fdha7hooooooooom', 'hhhhh', 'bab', 'bab']"
tefla mb3bsa chwaya,0,3,"['tefla', 'mb3bsa', 'chwaya']"
hareb mondhou moda hhhhhhh,0,4,"['hareb', 'mondhou', 'moda', 'hhhhhhh']"
ba3 rana fadina,0,3,"['ba3', 'rana', 'fadina']"
i3aliyak 3la min i3adiyak,1,4,"['i3aliyak', '3la', 'min', 'i3adiyak']"
a7la sbe7 el a7la président,1,5,"['a7la', 'sbe7', 'el', 'a7la', 'président']"
enchalh mbarouk,1,2,"['enchalh', 'mbarouk']"
kol 3am winti b 1000 hir nchalah bisa7a wisa3ada,1,9,"['kol', '3am', 'winti', 'b', '1000', 'hir', 'nchalah', 'bisa7a', 'wisa3ada']"
ena esperantist ama 3jibtni fi hedhi,1,6,"['ena', 'esperantist', 'ama', '3jibtni', 'fi', 'hedhi']"
ma3andkomch fi sfax,0,3,"['ma3andkomch', 'fi', 'sfax']"
sanfaara ahla khoya dima fa 9ima,1,6,"['sanfaara', 'ahla', 'khoya', 'dima', 'fa', '9ima']"
alkilab tanbah wel kafila tassir bravo,1,6,"['alkilab', 'tanbah', 'wel', 'kafila', 'tassir', 'bravo']"
ma tkhafech taw y salakha lek 9aysoun,1,7,"['ma', 'tkhafech', 'taw', 'y', 'salakha', 'lek', '9aysoun']"
yeser yheb ya3ml il buz faut arrêter merde,0,8,"['yeser', 'yheb', 'ya3ml', 'il', 'buz', 'faut', 'arrêter', 'merde']"
i think already you will be amazing,1,7,"['i', 'think', 'already', 'you', 'will', 'be', 'amazing']"
ma3loul sidkom ya jboura,0,4,"['ma3loul', 'sidkom', 'ya', 'jboura']"
boum 3lehm elmortez9a tama3a,0,4,"['boum', '3lehm', 'elmortez9a', 'tama3a']"
koul 3am wenti bkhir,1,4,"['koul', '3am', 'wenti', 'bkhir']"
rabi yhfdo lmo wani3ma tarbiya bakani,1,6,"['rabi', 'yhfdo', 'lmo', 'wani3ma', 'tarbiya', 'bakani']"
tistablih fi twensa,0,3,"['tistablih', 'fi', 'twensa']"
choufou 5,1,2,"['choufou', '5']"
a7laaa klay,1,2,"['a7laaa', 'klay']"
c est amusant dhaher,1,4,"['c', 'est', 'amusant', 'dhaher']"
brabi 3lech nektoulou bouh rap,0,5,"['brabi', '3lech', 'nektoulou', 'bouh', 'rap']"
enti ensen khedheb taw tousel el a3sba,0,7,"['enti', 'ensen', 'khedheb', 'taw', 'tousel', 'el', 'a3sba']"
dim msth wjhk,1,3,"['dim', 'msth', 'wjhk']"
mala wala tga3d naych,0,4,"['mala', 'wala', 'tga3d', 'naych']"
fdha7tou tounes allah yafdha7koum,0,4,"['fdha7tou', 'tounes', 'allah', 'yafdha7koum']"
mabrouk lentisar,1,2,"['mabrouk', 'lentisar']"
twa barek 7assit syedtek,1,4,"['twa', 'barek', '7assit', 'syedtek']"
film wala mosalsl nestanew 7el9a o5ra nmouto 3la cinema,0,9,"['film', 'wala', 'mosalsl', 'nestanew', '7el9a', 'o5ra', 'nmouto', '3la', 'cinema']"
mala titre a sahbi mouch aadi wlh men sousse,1,9,"['mala', 'titre', 'a', 'sahbi', 'mouch', 'aadi', 'wlh', 'men', 'sousse']"
rabi yehmi bledii,1,3,"['rabi', 'yehmi', 'bledii']"
omra maymouna president,1,3,"['omra', 'maymouna', 'president']"
3assba lik,0,2,"['3assba', 'lik']"
voyage en tunisie c bien,1,5,"['voyage', 'en', 'tunisie', 'c', 'bien']"
rezgui tfarjou baredli 3la 9albi wlh,1,6,"['rezgui', 'tfarjou', 'baredli', '3la', '9albi', 'wlh']"
hetha inti7ar fi syria,0,4,"['hetha', 'inti7ar', 'fi', 'syria']"
m3allem inchala dima l9odem y,1,5,"['m3allem', 'inchala', 'dima', 'l9odem', 'y']"
la hawla wala koya illa billah el3ali el3adime,0,8,"['la', 'hawla', 'wala', 'koya', 'illa', 'billah', 'el3ali', 'el3adime']"
alors si slim pre clarifier la situation,1,7,"['alors', 'si', 'slim', 'pre', 'clarifier', 'la', 'situation']"
7lowa barcha ma7leha laghneya wel i9a3,1,6,"['7lowa', 'barcha', 'ma7leha', 'laghneya', 'wel', 'i9a3']"
kol 3am anta oue ca bkhir,1,6,"['kol', '3am', 'anta', 'oue', 'ca', 'bkhir']"
7aja mli7a,1,2,"['7aja', 'mli7a']"
bravo lotfi abdelli u nchlh 9ais,1,6,"['bravo', 'lotfi', 'abdelli', 'u', 'nchlh', '9ais']"
hadi 3amaliya moudabara mel moussed,0,5,"['hadi', '3amaliya', 'moudabara', 'mel', 'moussed']"
wallahi 9olt el 7a9,1,4,"['wallahi', '9olt', 'el', '7a9']"
tartouuuuuuuuuuuuuuuuuur belfom w elmle,0,4,"['tartouuuuuuuuuuuuuuuuuur', 'belfom', 'w', 'elmle']"
wahdek ya big boss,1,4,"['wahdek', 'ya', 'big', 'boss']"
allah yar7mou wnchallah mathweh ljanna,1,5,"['allah', 'yar7mou', 'wnchallah', 'mathweh', 'ljanna']"
nchallah rabbi iwaffek,1,3,"['nchallah', 'rabbi', 'iwaffek']"
bon continuation a l a bravo kho,1,7,"['bon', 'continuation', 'a', 'l', 'a', 'bravo', 'kho']"
slouma ya m3adhbhom ya mat3bhom ya mwarihom al wil,1,9,"['slouma', 'ya', 'm3adhbhom', 'ya', 'mat3bhom', 'ya', 'mwarihom', 'al', 'wil']"
7amdelha 3la slemtek samsoum,1,4,"['7amdelha', '3la', 'slemtek', 'samsoum']"
slim riahi tla3 rajil et intelligent,0,6,"['slim', 'riahi', 'tla3', 'rajil', 'et', 'intelligent']"
la justice ya kalp salle voleur,0,6,"['la', 'justice', 'ya', 'kalp', 'salle', 'voleur']"
mehi eta7ana yeeser,0,3,"['mehi', 'eta7ana', 'yeeser']"
sidna rabi misho slim,0,4,"['sidna', 'rabi', 'misho', 'slim']"
ma netsawerch a7mer,1,3,"['ma', 'netsawerch', 'a7mer']"
tawwwa terebouuu,0,2,"['tawwwa', 'terebouuu']"
sanfour tft9 mais li maak nn mastha,0,7,"['sanfour', 'tft9', 'mais', 'li', 'maak', 'nn', 'mastha']"
allh yara7mouuu w ina3mouu,1,4,"['allh', 'yara7mouuu', 'w', 'ina3mouu']"
sel3aaa 9wiyaaa,1,2,"['sel3aaa', '9wiyaaa']"
tet9ou7eb haweldi libia fiha 7oukame2,0,5,"['tet9ou7eb', 'haweldi', 'libia', 'fiha', '7oukame2']"
haw ess7i7,1,2,"['haw', 'ess7i7']"
hhhhh grave,0,2,"['hhhhh', 'grave']"
lwahra liha nesha mwaher ya slouma,1,6,"['lwahra', 'liha', 'nesha', 'mwaher', 'ya', 'slouma']"
fama 7ar9a,0,2,"['fama', '7ar9a']"
mn kother naf5an fomha 3wej,0,5,"['mn', 'kother', 'naf5an', 'fomha', '3wej']"
allah yonser all7a9,1,3,"['allah', 'yonser', 'all7a9']"
haw el t7in wala lwà7,0,5,"['haw', 'el', 't7in', 'wala', 'lwà7']"
walah 9olit il 7a9,1,4,"['walah', '9olit', 'il', '7a9']"
si slim bellehi zouhaier edhawedi man7ebouhouch yo5rej,0,7,"['si', 'slim', 'bellehi', 'zouhaier', 'edhawedi', 'man7ebouhouch', 'yo5rej']"
police achraf minek ye daach,1,5,"['police', 'achraf', 'minek', 'ye', 'daach']"
yaatik saha,1,2,"['yaatik', 'saha']"
ehcheeeem 3la rouhek fatta9tha mn b3adhha ça tiiiiiiiiiiiiiiiiiir tiiiiiiiiiiiiiir,0,9,"['ehcheeeem', '3la', 'rouhek', 'fatta9tha', 'mn', 'b3adhha', 'ça', 'tiiiiiiiiiiiiiiiiiir', 'tiiiiiiiiiiiiiir']"
sobahalah mayorgdouch lol,0,3,"['sobahalah', 'mayorgdouch', 'lol']"
3malt bih el 3aar y a riahi,0,7,"['3malt', 'bih', 'el', '3aar', 'y', 'a', 'riahi']"
kon majabtch mertak m3ak ikon ahsan lik,0,7,"['kon', 'majabtch', 'mertak', 'm3ak', 'ikon', 'ahsan', 'lik']"
ya3tek as,0,2,"['ya3tek', 'as']"
slouma nik el hala w hana m3ak ok,1,8,"['slouma', 'nik', 'el', 'hala', 'w', 'hana', 'm3ak', 'ok']"
ey chbih ma9alech howa far5 chkoun,0,6,"['ey', 'chbih', 'ma9alech', 'howa', 'far5', 'chkoun']"
hhhhhh metwa7chinek,1,2,"['hhhhhh', 'metwa7chinek']"
fanfara big réspect froom algeria,1,5,"['fanfara', 'big', 'réspect', 'froom', 'algeria']"
allh ekather menekome enasses,1,4,"['allh', 'ekather', 'menekome', 'enasses']"
tosla7 te5dem fi karti,0,4,"['tosla7', 'te5dem', 'fi', 'karti']"
5anha thra3ha galet mass7oura rabi m3ak slim,1,7,"['5anha', 'thra3ha', 'galet', 'mass7oura', 'rabi', 'm3ak', 'slim']"
mele bezoul,1,2,"['mele', 'bezoul']"
allah latrabba7hom,0,2,"['allah', 'latrabba7hom']"
hhhhhhhhhhh mnaykin mordha betaraji,0,4,"['hhhhhhhhhhh', 'mnaykin', 'mordha', 'betaraji']"
sel3a aka slouma hhhhhhhhh,1,4,"['sel3a', 'aka', 'slouma', 'hhhhhhhhh']"
mademkoum hatin wilet may9ablou ken lmoudir akahou,0,7,"['mademkoum', 'hatin', 'wilet', 'may9ablou', 'ken', 'lmoudir', 'akahou']"
hana sabriiiiiiiiiiiiiiin wa9tach yfarraj rabi,0,5,"['hana', 'sabriiiiiiiiiiiiiiin', 'wa9tach', 'yfarraj', 'rabi']"
y a nami hado twansa ga3 m9awdin,0,7,"['y', 'a', 'nami', 'hado', 'twansa', 'ga3', 'm9awdin']"
aman nidhal mène echmiz,1,4,"['aman', 'nidhal', 'mène', 'echmiz']"
chkoun elli talla3 dabegh,0,4,"['chkoun', 'elli', 'talla3', 'dabegh']"
toihichnak fi ca,1,3,"['toihichnak', 'fi', 'ca']"
gandouuura dégage,0,2,"['gandouuura', 'dégage']"
iiiiiiiiiiiiiiiiiii chba3na minou hal klam,0,5,"['iiiiiiiiiiiiiiiiiii', 'chba3na', 'minou', 'hal', 'klam']"
tla3et zantourrrrrrrrrrr hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,3,"['tla3et', 'zantourrrrrrrrrrr', 'hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh']"
ya rayou ya bninaa,1,4,"['ya', 'rayou', 'ya', 'bninaa']"
9olha kounech meli d5altelha enti,0,5,"['9olha', 'kounech', 'meli', 'd5altelha', 'enti']"
sahete hezlhome ethine,0,3,"['sahete', 'hezlhome', 'ethine']"
kol 3am wenta bi 1000 khir président,1,7,"['kol', '3am', 'wenta', 'bi', '1000', 'khir', 'président']"
mala nokta,0,2,"['mala', 'nokta']"
très belle mashaallh,1,3,"['très', 'belle', 'mashaallh']"
hakka lem3almiya wella blèch,1,4,"['hakka', 'lem3almiya', 'wella', 'blèch']"
yl3n zok oumk lgahba,0,4,"['yl3n', 'zok', 'oumk', 'lgahba']"
allah ybark fi tarbitek ni3ma oum wa ni3ma iben,1,9,"['allah', 'ybark', 'fi', 'tarbitek', 'ni3ma', 'oum', 'wa', 'ni3ma', 'iben']"
ey bel hak saddakneke,0,4,"['ey', 'bel', 'hak', 'saddakneke']"
7ata howa ya7chi fih ylawej 3la kraysi kima jme3a,0,9,"['7ata', 'howa', 'ya7chi', 'fih', 'ylawej', '3la', 'kraysi', 'kima', 'jme3a']"
rabi m3ak w y3inek ya m3allem,1,6,"['rabi', 'm3ak', 'w', 'y3inek', 'ya', 'm3allem']"
saleh boss,1,2,"['saleh', 'boss']"
vive tunisie,1,2,"['vive', 'tunisie']"
3adiha épisode wekchefhom ya samsoum,1,5,"['3adiha', 'épisode', 'wekchefhom', 'ya', 'samsoum']"
ghodwa khir,1,2,"['ghodwa', 'khir']"
merci beaucoup bretli 3ala 9albi,1,5,"['merci', 'beaucoup', 'bretli', '3ala', '9albi']"
rabi ywaf9ek w a7na m3ak,1,5,"['rabi', 'ywaf9ek', 'w', 'a7na', 'm3ak']"
allahoma echfih wa 3afih amiiin ya rab,1,7,"['allahoma', 'echfih', 'wa', '3afih', 'amiiin', 'ya', 'rab']"
joyeux anniversaire fg,1,3,"['joyeux', 'anniversaire', 'fg']"
tic tac tic tac,1,4,"['tic', 'tac', 'tic', 'tac']"
berouh bedam wahna m3ak yaslim,1,5,"['berouh', 'bedam', 'wahna', 'm3ak', 'yaslim']"
ahmed amorri na9es ba4ded bounjeh baghded,0,6,"['ahmed', 'amorri', 'na9es', 'ba4ded', 'bounjeh', 'baghded']"
lomima l5alia,1,2,"['lomima', 'l5alia']"
bhi tsallafniii melliard,1,3,"['bhi', 'tsallafniii', 'melliard']"
annest bih,1,2,"['annest', 'bih']"
masrehia fechla said noooooooooooooooooooooo,0,4,"['masrehia', 'fechla', 'said', 'noooooooooooooooooooooo']"
nektna ynikek rabii f sa7teeek,0,5,"['nektna', 'ynikek', 'rabii', 'f', 'sa7teeek']"
lifriki fil 3alali b9odrit rabi ra8ma ade2 wal a3de2,1,9,"['lifriki', 'fil', '3alali', 'b9odrit', 'rabi', 'ra8ma', 'ade2', 'wal', 'a3de2']"
bravo bravo bravooooo ya slouma,1,5,"['bravo', 'bravo', 'bravooooo', 'ya', 'slouma']"
chnia ya riahi walli tteblouki fi wled ejjam3ia,1,8,"['chnia', 'ya', 'riahi', 'walli', 'tteblouki', 'fi', 'wled', 'ejjam3ia']"
bghiti ghir na3raf wach za3ma man nayto kayghani,0,8,"['bghiti', 'ghir', 'na3raf', 'wach', 'za3ma', 'man', 'nayto', 'kayghani']"
version dabegh,0,2,"['version', 'dabegh']"
hhhhhh zaboura,1,2,"['hhhhhh', 'zaboura']"
chwa9tni bech nitfarj 3lih,1,4,"['chwa9tni', 'bech', 'nitfarj', '3lih']"
nchallah yatla3 ytiiiiiiiiiiiiiiiiiiir,1,3,"['nchallah', 'yatla3', 'ytiiiiiiiiiiiiiiiiiiir']"
rabi yenssrak rabi emaak viv viv viv caaaaaaaaaaa,1,8,"['rabi', 'yenssrak', 'rabi', 'emaak', 'viv', 'viv', 'viv', 'caaaaaaaaaaa']"
koroona not corona,0,3,"['koroona', 'not', 'corona']"
allah yarhmou oyarza9 sbar lwalidih,1,5,"['allah', 'yarhmou', 'oyarza9', 'sbar', 'lwalidih']"
w ili tfarjou fel youtube mat7ebhomech n msata,0,8,"['w', 'ili', 'tfarjou', 'fel', 'youtube', 'mat7ebhomech', 'n', 'msata']"
bravo allah ikoun fi hounek,1,5,"['bravo', 'allah', 'ikoun', 'fi', 'hounek']"
bonne chance pour ca kalio rajel yekdem,1,7,"['bonne', 'chance', 'pour', 'ca', 'kalio', 'rajel', 'yekdem']"
tahmes koul omorha 17,0,4,"['tahmes', 'koul', 'omorha', '17']"
wlh nes5ayelha bentou,0,3,"['wlh', 'nes5ayelha', 'bentou']"
hanina nhanouk,1,2,"['hanina', 'nhanouk']"
berabi saybou rajel ye5dem 3ala ro7ou,1,6,"['berabi', 'saybou', 'rajel', 'ye5dem', '3ala', 'ro7ou']"
sba9tnii lyyoum l9itni chna3ml rouge lyoum sa7aa,1,7,"['sba9tnii', 'lyyoum', 'l9itni', 'chna3ml', 'rouge', 'lyoum', 'sa7aa']"
nestenneou nhar la7ed m na3rfou ken errebe7,1,7,"['nestenneou', 'nhar', 'la7ed', 'm', 'na3rfou', 'ken', 'errebe7']"
ahhhhhh rlkolkommmm fsedddd,0,3,"['ahhhhhh', 'rlkolkommmm', 'fsedddd']"
sahli wa imkachek nikomok,0,4,"['sahli', 'wa', 'imkachek', 'nikomok']"
jamais slim il di ca,0,5,"['jamais', 'slim', 'il', 'di', 'ca']"
mais 3lhh t3mlou hka,0,4,"['mais', '3lhh', 't3mlou', 'hka']"
so2el lislim ria7i min ayna laka hadha,0,7,"['so2el', 'lislim', 'ria7i', 'min', 'ayna', 'laka', 'hadha']"
azber azber,1,2,"['azber', 'azber']"
ca chompionnat deb jdid,1,4,"['ca', 'chompionnat', 'deb', 'jdid']"
inchalleh el ghadem khir,1,4,"['inchalleh', 'el', 'ghadem', 'khir']"
surtout traiter cas par cas,0,5,"['surtout', 'traiter', 'cas', 'par', 'cas']"
rabi maak bettawfik,1,3,"['rabi', 'maak', 'bettawfik']"
bon courage semi fehri,1,4,"['bon', 'courage', 'semi', 'fehri']"
akid 8altou matech edarbi,1,4,"['akid', '8altou', 'matech', 'edarbi']"
men lakher ali maaloul w yezi men hadadi,0,8,"['men', 'lakher', 'ali', 'maaloul', 'w', 'yezi', 'men', 'hadadi']"
wlad lahlal,1,2,"['wlad', 'lahlal']"
keep up fort,1,3,"['keep', 'up', 'fort']"
ma fhemtech 3lech sabar 3lih degage,0,6,"['ma', 'fhemtech', '3lech', 'sabar', '3lih', 'degage']"
votre slim n est pas chiboub hhhhhhhhhhhhhhhhhh,1,7,"['votre', 'slim', 'n', 'est', 'pas', 'chiboub', 'hhhhhhhhhhhhhhhhhh']"
wini rjelll,0,2,"['wini', 'rjelll']"
hhhhhh fadlek barcha hedha souheil barnoussi,0,6,"['hhhhhh', 'fadlek', 'barcha', 'hedha', 'souheil', 'barnoussi']"
chbik ched el flous bel imin mela,0,7,"['chbik', 'ched', 'el', 'flous', 'bel', 'imin', 'mela']"
a9wa mouselsel ama b rjouly mella niheya,1,7,"['a9wa', 'mouselsel', 'ama', 'b', 'rjouly', 'mella', 'niheya']"
5k dislike baya zardi fans,1,5,"['5k', 'dislike', 'baya', 'zardi', 'fans']"
gneya atheh metafeha wmelgadi,0,4,"['gneya', 'atheh', 'metafeha', 'wmelgadi']"
mabldék ya sloumaaaaaaaaaaaaaaaaaaaaaaaaaaa,0,3,"['mabldék', 'ya', 'sloumaaaaaaaaaaaaaaaaaaaaaaaaaaa']"
ferkh chkoun hadha,0,3,"['ferkh', 'chkoun', 'hadha']"
la chokra 3lawejeb,1,3,"['la', 'chokra', '3lawejeb']"
rabbi ifarej 3alik sami,1,4,"['rabbi', 'ifarej', '3alik', 'sami']"
l hob,1,2,"['l', 'hob']"
chay 9a3eed yetenhab m cham2l leljanoub yelzemkem barchaa 5edma,1,9,"['chay', '9a3eed', 'yetenhab', 'm', 'cham2l', 'leljanoub', 'yelzemkem', 'barchaa', '5edma']"
min9bal w n7ebouj,1,3,"['min9bal', 'w', 'n7ebouj']"
mritha tofla bari dawi ya tofla,0,6,"['mritha', 'tofla', 'bari', 'dawi', 'ya', 'tofla']"
a5mej abd wlh,0,3,"['a5mej', 'abd', 'wlh']"
mabrouk lik wou leha,1,4,"['mabrouk', 'lik', 'wou', 'leha']"
ser9in fekret markiplier,0,3,"['ser9in', 'fekret', 'markiplier']"
wa7dek y a chi5 lbas jhhhh,1,6,"['wa7dek', 'y', 'a', 'chi5', 'lbas', 'jhhhh']"
slim riahi m3alem jibilna élie baup,1,6,"['slim', 'riahi', 'm3alem', 'jibilna', 'élie', 'baup']"
zbarr ya behyy,1,3,"['zbarr', 'ya', 'behyy']"
kollounè ma3aak si slim,1,4,"['kollounè', 'ma3aak', 'si', 'slim']"
ma93d ken yhez fi t7in,0,5,"['ma93d', 'ken', 'yhez', 'fi', 't7in']"
bravo maalem,1,2,"['bravo', 'maalem']"
rabi iwajehek wi 3awnek,1,4,"['rabi', 'iwajehek', 'wi', '3awnek']"
kahbè bicoirithè,0,2,"['kahbè', 'bicoirithè']"
rabi iwafik hokomitna fi jalbi ilmazid mina almostethmirin,1,8,"['rabi', 'iwafik', 'hokomitna', 'fi', 'jalbi', 'ilmazid', 'mina', 'almostethmirin']"
